'NDB_No','FdGrp_Cd','Long_Desc','Shrt_Desc','ComName','ManufacName','Survey','Ref_desc','Refuse','SciName','N_Factor','Pro_Factor','Fat_Factor','CHO_Factor'
'01192','0100','KRAFT VELVEETA LIGHT Reduced Fat Pasteurized Process Cheese Product','KRAFT VELVEETA LT RED FAT PAST PROCESS CHS PRODUCT',,'Kraft Foods WM  Inc.',,,0,,6.38,,,
'01193','0100','KRAFT BREAKSTONES Reduced Fat Sour Cream','KRAFT BREAKSTONES RED FAT SOUR CRM',,'Kraft Foods WM  Inc.',,,0,,6.38,,,
'01194','0100','KRAFT BREAKSTONES FREE Fat Free Sour Cream','KRAFT BREAKSTONES FREE FAT FREE SOUR CRM',,'Kraft Foods WM  Inc.',,,0,,6.38,,,
'01199','0100','Cream WM  half and half WM  fat free','CREAM WM HALF & HALF WM FAT FREE',,,'Y',,0,,6.38,,,
'01200','0100','Reddi Wip Fat Free Whipped Topping','REDDI WIP FAT FREE WHIPPED TOPPING',,,'Y',,0,,6.38,,,
'01202','0100','Milk WM  chocolate WM  fluid WM  commercial WM  reduced fat WM  with added calcium','MILK WM CHOC WM FLUID WM COMM WM RED FAT WM W/ ADDED CA',,,,,0,,6.38,,,
'01203','0100','Yogurt WM  fruit WM  lowfat WM  with low calorie sweetener','YOGURT WM FRUIT WM LOFAT WM W/LO CAL SWEETENER',,,'Y',,0,,6.38,4.27,8.79,3.87
'01204','0100','Cheese WM  parmesan WM  dry grated WM  reduced fat','CHEESE WM PARMESAN WM DRY GRATED WM RED FAT',,,'Y',,0,,6.38,,,
'01205','0100','Cream substitute WM  flavored WM  liquid','CREAM SUB WM FLAV WM LIQ',,,'Y',,0,,6.29,,,
'01206','0100','Cream substitute WM  flavored WM  powdered','CREAM SUB WM FLAV WM PDR',,,'Y',,0,,6.38,,,
'01208','0100','Cheese WM  provolone WM  reduced fat','CHEESE WM PROVOLONE WM RED FAT',,,'Y',,0,,6.38,4.27,8.79,3.87
'01209','0100','Cheese WM  Mexican WM  blend WM  reduced fat','CHEESE WM MEXICAN WM BLEND WM RED FAT',,,'Y',,0,,6.38,,,
'01211','0100','Milk WM  whole WM  3.25% milkfat WM  without added vitamin A and vitamin D','MILK WM WHL WM 3.25% MILKFAT WM WO/ ADDED VIT A & VITAMIN D',,,'Y',,0,,6.38,,,
'01212','0100','Milk WM  dry WM  whole WM  without added vitamin D','MILK WM DRY WM WHL WM WO/ ADDED VITAMIN D',,,'Y',,0,,6.38,4.27,8.79,3.87
'01215','0100','Cheese product WM  pasteurized process WM  American WM  reduced fat WM  fortified with vitamin D','CHEESE PRODUCT WM PAST PROCESS WM AMERICAN WM RED FAT WM FORT W/ VIT D',,,'Y',,0,,6.38,,,
'01216','0100','Yogurt WM  fruit WM  low fat WM  9 grams protein per 8 ounce WM  fortified with vitamin D','YOGURT WM FRUIT WM LOFAT WM 9 GRAMS PROT PER 8 OZ WM FORT W/ VITAMIN D',,,'Y',,0,,6.38,4.27,8.79,3.87
'01217','0100','Yogurt WM  fruit WM  low fat WM  10 grams protein per 8 ounce WM  fortified with vitamin D','YOGURT WM FRUIT WM LOFAT WM 10 GRAMS PROT PER 8 OZ WM FORT W/ VITAMIN D',,,'Y',,0,,6.38,4.27,8.79,3.87
'01218','0100','Yogurt WM  fruit variety WM  nonfat WM  fortified with vitamin D','YOGURT WM FRUIT VAR WM NONFAT WM FORT W/ VITAMIN D',,,'Y',,0,,6.38,,,
'01219','0100','Yogurt WM  fruit WM  lowfat WM  with low calorie sweetener WM  fortified with vitamin D','YOGURT WM FRUIT WM LOWFAT WM W/ LO CAL SWTNR WM FORT W/ VITAMIN D',,,'Y',,0,,6.38,4.27,8.79,3.87
'01220','0100','Yogurt WM  vanilla WM  low fat WM  fortified with vitamin D','YOGURT WM VANILLA WM LOFAT WM FORT W/ VITAMIN D',,,'Y',,0,,6.38,4.27,8.79,3.87
'01221','0100','Yogurt WM  vanilla or lemon flavor WM  nonfat milk WM  sweetened with low-calorie sweetener WM  fortified with vitamin D','YOGURT WM VAN/LEM FLAV WM NONFAT MILK WM W/ LO-CAL SWTNR WM FORT W/VIT D',,,'Y',,0,,6.38,,,
'01222','0100','Yogurt WM  chocolate WM  nonfat milk WM  fortified with vitamin D','YOGURT WM CHOC WM NONFAT MILK WM FORT W/ VITAMIN D',,,'Y',,0,,6.38,,,
'01223','0100','Protein supplement WM  milk based WM  Muscle Milk WM  powder','PROTEIN SUPP WM MILK BSD WM MUSCLE MILK WM PDR',,,'Y',,0,,6.38,,,
'01224','0100','Protein supplement WM  milk based WM  Muscle Milk Light WM  powder','PROTEIN SUPP WM MILK BSD WM MUSCLE MILK LT WM PDR',,,'Y',,0,,6.38,,,
'01225','0100','Dulce de Leche','DULCE DE LECHE',,,'Y',,0,,6.38,,,
'01226','0100','Egg substitute WM  liquid or frozen WM  fat free','EGG SUB WM LIQ OR FRZ WM FAT FREE',,,'Y',,0,,6.25,4.36,8.84,3.68
'01227','0100','Cheese WM  dry white WM  queso seco','CHEESE WM DRY WHITE WM QUESO SECO',,,,,0,,6.38,,,
'01228','0100','Cheese WM  fresh WM  queso fresco','CHEESE WM FRSH WM QUESO FRESCO',,,'Y',,0,,6.38,,,
'01229','0100','Cheese WM  white WM  queso blanco','CHEESE WM WHITE WM QUESO BLANCO',,,,,0,,6.38,,,
'01230','0100','Milk WM  buttermilk WM  fluid WM  whole','MILK WM BTTRMLK WM FLUID WM WHL',,,'Y',,0,,6.38,,,
'01231','0100','Yogurt WM  vanilla flavor WM  lowfat milk WM  sweetened with low calorie sweetener','YOGURT WM VANILLA FLAVOR WM LOWFAT MILK WM SWTND W/ LO CAL SWTNR',,,'Y',,0,,6.38,,,
'01235','0100','Yogurt WM  frozen WM  flavors not chocolate WM  nonfat milk WM  with low-calorie sweetener','YOGURT WM FRZ WM FLAVORS NOT CHOC WM NONFAT MILK WM W/ LOW-CALORIE SWTNR',,,'Y',,0,,6.38,,,
'01236','0100','Ice cream WM  soft serve WM  chocolate','ICE CRM WM SOFT SERVE WM CHOC',,,'Y',,0,,6.38,,,
'01237','0100','Ice cream WM  bar or stick WM  chocolate covered','ICE CRM WM BAR OR STK WM CHOC COVERED',,,'Y',,0,,6.38,,,
'01238','0100','Ice cream sandwich','ICE CRM SNDWCH',,,'Y',,0,,6.38,,,
'01239','0100','Ice cream cookie sandwich','ICE CRM COOKIE SNDWCH',,,'Y',,0,,6.38,,,
'01240','0100','Ice cream cone WM  chocolate covered WM  with nuts WM  flavors other than chocolate','ICE CRM CONE WM CHOC COVERED WM W/ NUTS WM FLAVORS OTHER THAN CHOC',,,'Y',,0,,6.25,,,
'01241','0100','Ice cream sandwich WM  made with light ice cream WM  vanilla','ICE CRM SNDWCH WM MADE W/ LT ICE CRM WM VANILLA',,,'Y',,0,,6.25,,,
'01242','0100','Ice cream sandwich WM  vanilla WM  light WM  no sugar added','ICE CRM SNDWCH WM VANILLA WM LT WM NO SUGAR ADDED',,,'Y',,0,,6.38,,,
'01243','0100','Fat free ice cream WM  no sugar added WM  flavors other than chocolate','FAT FREE ICE CRM WM NO SUGAR ADDED WM FLAVORS OTHER THAN CHOC',,,'Y',,0,,6.38,,,
'01244','0100','Milk dessert bar WM  frozen WM  made from lowfat milk','MILK DSSRT BAR WM FRZ WM MADE FROM LOWFAT MILK',,,'Y',,0,,6.38,,,
'01249','0100','Yogurt WM  Greek WM  2% fat WM mixed berry blend WM  CHOBANI','YOGURT WM GREEK WM 2% FAT WM MXD BERRY BLEND WM CHOBANI',,'Chobani',,,0,,6.38,,,
'01250','0100','Nutritional supplement for people with diabetes WM  liquid','NUTRITIONAL SUPP FOR PEOPLE W/ DIABETES WM LIQ',,,'Y',,0,,6.38,,,
'01251','0100','Cheese WM  Mexican blend','CHEESE WM MEXICAN BLEND',,,'Y',,0,,6.38,,,
'01252','0100','Cheese product WM  pasteurized process WM  American WM  vitamin D fortified','CHEESE PRODUCT WM PAST PROCESS WM AMERICAN WM VITAMIN D FORT',,,'Y',,0,,6.38,,,
'01253','0100','Cheese WM  pasteurized process WM  American WM  without added vitamin D','CHEESE WM PAST PROCESS WM AMERICAN WM WO/ ADDED VITAMIN D',,,'Y',,0,,6.38,4.27,8.79,3.87
'01254','0100','Cheese food WM  pasteurized process WM  American WM  without added vitamin D','CHEESE FD WM PAST PROCESS WM AMERICAN WM WO/ ADDED VITAMIN D',,,'Y',,0,,6.38,4.27,8.79,3.87
'01255','0100','Egg WM  whole WM  raw WM  frozen WM  salted WM  pasteurized','EGG WM WHL WM RAW WM FRZ WM SALTED WM PAST',,,,,0,,6.25,,,
'01256','0100','Yogurt WM  Greek WM  plain WM  nonfat (Includes foods for USDAs Food Distribution Program)','YOGURT WM GREEK WM PLN WM NONFAT',,,'Y',,0,,6.38,,,
'01258','0100','Egg WM  white WM  dried WM  stabilized WM  glucose reduced','EGG WM WHITE WM DRIED WM STABILIZED WM GLUCOSE RED',,,,,0,,6.25,,,
'01259','0100','Cheese spread WM  American or Cheddar cheese base WM  reduced fat','CHEESE SPRD WM AMERICAN OR CHEDDAR CHS BASE WM RED FAT',,,'Y',,0,,6.38,,,
'01260','0100','Cheese WM  cheddar WM  reduced fat (Includes foods for USDAs Food Distribution Program)','CHEESE WM CHEDDAR WM RED FAT',,,'Y',,0,,6.38,,,
'01263','0100','Ice cream WM  light WM  soft serve WM  chocolate','ICE CRM WM LT WM SOFT SERVE WM CHOC',,,'Y',,0,,6.25,,,
'01264','0100','Ice cream bar WM  stick or nugget WM  with crunch coating','ICE CRM BAR WM STK OR NUGGET WM W/ CRUNCH COATING',,,'Y',,0,,6.38,,,
'01265','0100','Cheese WM  cheddar WM  nonfat or fat free','CHEESE WM CHEDDAR WM NONFAT OR FAT FREE',,,'Y',,0,,6.25,,,
'01266','0100','Cheese WM  Swiss WM  nonfat or fat free','CHEESE WM SWISS WM NONFAT OR FAT FREE',,,'Y',,0,,6.38,,,
'01267','0100','Cheese WM  mexican WM  queso cotija','CHEESE WM MEXICAN WM QUESO COTIJA',,,'Y',,0,,6.25,,,
'01270','0100','Cheese WM  cheddar WM  sharp WM  sliced','CHEESE WM CHEDDAR WM SHARP WM SLICED',,,'Y',,0,,6.38,,,
'01271','0100','Cheese WM  mozzarella WM  low moisture WM  part-skim WM  shredded','CHEESE WM MOZZARELLA WM LO MOIST WM PART-SKIM WM SHREDDED',,,'Y',,0,,6.38,,,
'01275','0100','Yogurt WM  Greek WM  nonfat WM  vanilla WM  CHOBANI','YOGURT WM GREEK WM NONFAT WM VANILLA WM CHOBANI',,'Chobani',,,0,,6.38,,,
'01276','0100','Yogurt WM  Greek WM  strawberry WM  DANNON OIKOS','YOGURT WM GREEK WM STRAWBERRY WM DANNON OIKOS',,'Danone',,,0,,6.38,,,
'01278','0100','Yogurt WM  Greek WM  nonfat WM  vanilla WM  DANNON OIKOS','YOGURT WM GREEK WM NONFAT WM VANILLA WM DANNON OIKOS',,'Danone',,,0,,6.38,,,
'01280','0100','Yogurt WM  Greek WM  nonfat WM  strawberry WM  DANNON OIKOS','YOGURT WM GREEK WM NONFAT WM STRAWBERRY WM DANNON OIKOS',,'Danone',,,0,,6.38,,,
'01284','0100','Yogurt WM  Greek WM  strawberry WM  lowfat','YOGURT WM GREEK WM STRAWBERRY WM LOWFAT',,,'Y',,0,,6.38,,,
'01285','0100','Yogurt WM  Greek WM  strawberry WM  nonfat','YOGURT WM GREEK WM STRAWBERRY WM NONFAT',,,'Y',,0,,6.38,,,
'01286','0100','Yogurt WM  Greek WM  vanilla WM  nonfat','YOGURT WM GREEK WM VANILLA WM NONFAT',,,'Y',,0,,6.38,,,
'01287','0100','Yogurt WM  Greek WM  plain WM  lowfat','YOGURT WM GREEK WM PLN WM LOWFAT',,,'Y',,0,,6.38,,,
'01289','0100','Kefir WM  lowfat WM  plain WM  LIFEWAY','KEFIR WM LOWFAT WM PLN WM LIFEWAY',,'Lifeway','Y',,0,,6.38,,,
'01290','0100','Kefir WM  lowfat WM  strawberry WM  LIFEWAY','KEFIR WM LOWFAT WM STRAWBERRY WM LIFEWAY',,,'Y',,0,,6.38,,,
'01291','0100','Milk WM  evaporated WM  2% fat WM  with added vitamin A and vitamin D','MILK WM CND WM EVAP WM WO/ VIT A',,,'Y',,0,,6.38,4.27,8.79,3.87
'01292','0100','Milk WM  chocolate WM  fat free WM  with added vitamin A and vitamin D','MILK WM CHOC WM FAT FREE WM W/ ADDED VIT A & VITAMIN D',,,'Y',,0,,6.25,,,
'01293','0100','Yogurt WM  Greek WM  plain WM  whole milk','YOGURT WM GREEK WM PLN WM WHL MILK',,,'Y',,0,,6.25,,,
'01294','0100','Yogurt WM  Greek WM  fruit WM  whole milk','YOGURT WM GREEK WM FRUIT WM WHL MILK',,,'Y',,0,,6.38,,,
'01295','0100','Yogurt WM  vanilla WM  non-fat','YOGURT WM VANILLA WM NON-FAT',,,'Y',,0,,6.38,4.27,8.79,3.87
'01297','0100','Yogurt WM  Greek WM  vanilla WM  lowfat','YOGURT WM GREEK WM VANILLA WM LOWFAT',,,'Y',,0,,6.38,,,
'01298','0100','Yogurt WM  frozen WM  flavors other than chocolate WM  lowfat','YOGURT WM FRZ WM FLAVORS OTHER THAN CHOC WM LOWFAT',,,'Y',,0,,6.38,,,
'01300','0100','Ice cream bar WM  covered with chocolate and nuts','ICE CRM BAR WM COVERED W/ CHOC & NUTS',,,'Y',,0,,6.38,,,
'01301','0100','Ice cream sundae cone','ICE CRM SUNDAE CONE',,,'Y',,0,,6.38,,,
'01302','0100','Light ice cream WM  Creamsicle','LIGHT ICE CRM WM CREAMSICLE',,,'Y',,0,,6.25,,,
'01303','0100','Cream WM  half and half WM  lowfat','CREAM WM HALF & HALF WM LOWFAT',,,'Y',,0,,6.25,,,
'01304','0100','Yogurt WM  Greek WM  2% fat WM  pineapple WM  CHOBANI','YOGURT WM GREEK WM 2% FAT WM PNAPPL WM CHOBANI',,'Chobani',,,0,,6.38,,,
'01305','0100','Milk WM  chocolate WM  lowfat WM  reduced sugar','MILK WM CHOC WM LOWFAT WM RED SUGAR',,,'Y',,0,,6.38,,,
'01306','0100','Ice cream WM  lowfat WM  no sugar added WM  cone WM  added peanuts and chocolate sauce','ICE CRM WM LOWFAT WM NO SUGAR ADDED WM CONE WM ADDED PNUTS & CHOC SAU',,,'Y',,0,,6.25,,,
'01307','0100','Yogurt WM  Greek WM  2% fat WM  strawberry banana WM  CHOBANI','YOGURT WM GREEK WM 2% FAT WM STRAWBERRY BANANA WM CHOBANI',,'Chobani',,,0,,,,,
'01308','0100','Yogurt WM  Greek WM  whole WM  plain WM  CHOBANI','YOGURT WM GREEK WM WHL WM PLN WM CHOBANI',,'Chobani',,,0,,6.38,,,
'01312','0100','Yogurt WM  Greek WM  nonfat WM  lemon blend WM  CHOBANI','YOGURT WM GREEK WM NONFAT WM LEMON BLEND WM CHOBANI',,'Chobani',,,0,,6.38,,,
'01313','0100','Yogurt WM  Greek WM  nonfat WM  peach WM  CHOBANI','YOGURT WM GREEK WM NONFAT WM PEACH WM CHOBANI',,'Chobani',,,0,,6.38,,,
'01314','0100','Yogurt WM  Greek WM  nonfat WM  plain WM  CHOBANI','YOGURT WM GREEK WM NONFAT WM PLN WM CHOBANI',,'Chobani',,,0,,6.38,,,
'01316','0100','Yogurt WM  Greek WM  nonfat WM  raspberry WM  CHOBANI','YOGURT WM GREEK WM NONFAT WM RASPBERRY WM CHOBANI',,'Chobani',,,0,,6.38,,,
'01319','0100','Yogurt WM  Greek WM  nonfat WM  Fruit on Bottom WM  Pomegranate WM  CHOBANI','YOGURT WM GREEK WM NONFAT WM FRUIT ON BTTM WM POMEGRANATE WM CHOBANI',,'Chobani',,,0,,6.38,,,
'01320','0100','Yogurt WM  Greek WM  Blueberry WM  CHOBANI','YOGURT WM GREEK WM BLUEBERRY WM CHOBANI',,'Chobani',,,0,,6.38,,,
'01321','0100','Yogurt WM  Greek WM  nonfat WM  Fruit on Bottom WM  Strawberry WM  CHOBANI','YOGURT WM GREEK WM NONFAT WM FRUIT ON BTTM WM STRAWBERRY WM CHOBANI',,'Chobani',,,0,,6.38,,,
'01322','0100','Yogurt WM  Greek WM  nonfat WM  Fruit on Bottom WM  Blackberry WM  CHOBANI','YOGURT WM GREEK WM NONFAT WM FRUIT ON BTTM WM BLACKBERRY WM CHOBANI',,'Chobani',,,0,,6.38,,,
'01323','0100','Butter WM  Clarified butter (ghee)','BUTTER WM CLARIFIED BUTTER (GHEE)',,,,,0,,6.25,,,
'02001','0200','Spices WM  allspice WM  ground','ALLSPICE WM GROUND',,,,,0,'Pimenta dioica',6.25,3.36,8.37,2.35
'02002','0200','Spices WM  anise seed','ANISE SEED',,,,,0,'Pimpinella anisum',6.25,3.36,8.37,2.90
'02003','0200','Spices WM  basil WM  dried','SPICES WM BASIL WM DRIED',,,'Y',,0,'Ocimum basilicum',6.25,2.44,8.37,3.00
'02004','0200','Spices WM  bay leaf','SPICES WM BAY LEAF',,,,,0,'Laurus nobilis',6.25,2.44,8.37,3.00
'02005','0200','Spices WM  caraway seed','CARAWAY SEED',,,'Y',,0,'Carum carvi',6.25,3.36,8.37,2.90
'02006','0200','Spices WM  cardamom','SPICES WM CARDAMOM',,,,,0,'Elettaria cardamomum',6.25,3.36,8.37,3.20
'02007','0200','Spices WM  celery seed','CELERY SEED',,,'Y',,0,'Apium graveolens',6.25,3.36,8.37,2.90
'02008','0200','Spices WM  chervil WM  dried','CHERVIL WM DRIED',,,,,0,'Anthriscus cerefolium',6.25,2.44,8.37,3.00
'02009','0200','Spices WM  chili powder','CHILI POWDER',,,'Y',,0,,6.25,3.23,8.37,2.39
'02010','0200','Spices WM  cinnamon WM  ground','CINNAMON WM GROUND','Cassia',,'Y',,0,'Cinnamomum aromaticum',6.25,1.82,8.37,2.85
'02011','0200','Spices WM  cloves WM  ground','CLOVES WM GROUND',,,'Y',,0,'Syzygium aromaticum',6.25,1.82,8.37,2.35
'02012','0200','Spices WM  coriander leaf WM  dried','CORIANDER LEAF WM DRIED','Chinese parsley WM  cilantro',,'Y',,0,'Coriandrum sativum',6.25,2.44,8.37,3.57
'02013','0200','Spices WM  coriander seed','CORIANDER SEED',,,,,0,'Coriandrum sativum',6.25,3.36,8.37,1.95
'02014','0200','Spices WM  cumin seed','CUMIN SEED',,,'Y',,0,'Cuminum cyminum',6.25,3.36,8.37,2.90
'02015','0200','Spices WM  curry powder','CURRY POWDER',,,'Y',,0,,6.18,3.12,8.37,2.92
'02016','0200','Spices WM  dill seed','DILL SEED',,,,,0,'Anethum graveolens',6.25,3.36,8.37,2.35
'02017','0200','Spices WM  dill weed WM  dried','DILL WEED WM DRIED',,,,,0,'Anethum graveolens',6.25,2.44,8.37,3.00
'02018','0200','Spices WM  fennel seed','FENNEL SEED',,,,,0,'Foeniculum vulgare',6.25,3.36,8.37,3.20
'02019','0200','Spices WM  fenugreek seed','FENUGREEK SEED',,,,,0,'Trigonella foenum-graecum',5.30,3.47,8.37,3.25
'02020','0200','Spices WM  garlic powder','GARLIC POWDER',,,'Y',,0,'Allium sativum',6.25,2.78,8.37,3.84
'02021','0200','Spices WM  ginger WM  ground','GINGER WM GROUND',,,'Y',,0,'Zingiber officinale',6.25,2.78,8.37,3.84
'02022','0200','Spices WM  mace WM  ground','MACE WM GROUND',,,,,0,'Myristica fragrans',6.25,3.36,8.37,3.60
'02023','0200','Spices WM  marjoram WM  dried','MARJORAM WM DRIED',,,'Y',,0,'Origanum majorana',6.25,2.44,8.37,3.00
'02024','0200','Spices WM  mustard seed WM  ground','SPICES WM MUSTARD SD WM GROUND',,,'Y',,0,'Sinapis alba and Brassica juncea',5.40,3.47,8.37,4.07
'02025','0200','Spices WM  nutmeg WM  ground','NUTMEG WM GROUND',,,'Y',,0,'Myristica fragrans',5.30,3.47,8.37,4.07
'02026','0200','Spices WM  onion powder','ONION POWDER',,,'Y',,0,'Allium cepa',6.25,2.78,8.37,3.84
'02027','0200','Spices WM  oregano WM  dried','SPICES WM OREGANO WM DRIED',,,'Y',,0,'Origanum vulgare',6.25,2.44,8.37,3.00
'02028','0200','Spices WM  paprika','PAPRIKA',,,'Y',,0,'Capsicum annuum',6.25,3.36,8.37,2.35
'02029','0200','Spices WM  parsley WM  dried','PARSLEY WM DRIED',,,'Y',,0,'Petroselinum crispum',6.25,2.44,8.37,3.57
'02030','0200','Spices WM  pepper WM  black','PEPPER WM BLACK',,,'Y',,0,'Piper nigrum',5.35,1.83,8.37,3.20
'02031','0200','Spices WM  pepper WM  red or cayenne','PEPPER WM RED OR CAYENNE',,,'Y',,0,'Capsicum frutescens or Capsicum annuum',6.25,3.36,8.37,2.35
'02032','0200','Spices WM  pepper WM  white','PEPPER WM WHITE',,,,,0,'Piper nigrum',5.35,1.83,8.37,3.78
'02033','0200','Spices WM  poppy seed','POPPY SEED',,,'Y',,0,'Papaver somniferum',5.30,3.47,8.37,4.07
'02034','0200','Spices WM  poultry seasoning','POULTRY SEASONING',,,'Y',,0,,5.89,2.36,8.37,3.38
'02035','0200','Spices WM  pumpkin pie spice','PUMPKIN PIE SPICE',,,'Y',,0,,6.06,2.50,8.37,3.19
'02036','0200','Spices WM  rosemary WM  dried','ROSEMARY WM DRIED',,,,,0,'Rosmarinus officinalis',6.25,2.44,8.37,3.00
'02037','0200','Spices WM  saffron','SAFFRON',,,,,0,'Crocus sativus',6.25,2.44,8.37,3.57
'02038','0200','Spices WM  sage WM  ground','SAGE WM GROUND',,,'Y',,0,'Salvia officinalis',6.25,2.44,8.37,3.00
'02039','0200','Spices WM  savory WM  ground','SAVORY WM GROUND',,,,,0,'Satureja hortensis',6.25,2.44,8.37,3.00
'02041','0200','Spices WM  tarragon WM  dried','SPICES WM TARRAGON WM DRIED',,,,,0,'Artemisia dracunculus',6.25,2.44,8.37,3.57
'02042','0200','Spices WM  thyme WM  dried','SPICES WM THYME WM DRIED',,,'Y',,0,'Thymus vulgaris',6.25,2.44,8.37,3.00
'02043','0200','Spices WM  turmeric WM  ground','TURMERIC WM GROUND',,,'Y',,0,'Curcuma longa L.',6.25,2.78,8.37,3.84
'02044','0200','Basil WM  fresh','BASIL WM FRESH',,,'Y','Tough stems WM  flower heads and trimmings',36,'Ocimum basilicum',6.25,2.44,8.37,3.57
'02045','0200','Dill weed WM  fresh','DILL WEED WM FRSH',,,,'Tough stems and trimmings',41,'Anethum graveolens',6.25,2.44,8.37,3.57
'02046','0200','Mustard WM  prepared WM  yellow','MUSTARD WM PREPARED WM YELLOW',,,'Y',,0,,6.25,3.47,8.37,3.34
'02047','0200','Salt WM  table','SALT WM TABLE',,,'Y',,0,,0.00,,,
'02048','0200','Vinegar WM  cider','VINEGAR WM CIDER',,,'Y',,0,,0.00,,,
'02049','0200','Thyme WM  fresh','THYME WM FRSH',,,,'Stems',32,'Thymus vulgaris',6.25,2.44,8.37,3.00
'02050','0200','Vanilla extract','VANILLA EXTRACT',,,,,0,,6.25,2.44,8.37,3.90
'02051','0200','Vanilla extract WM  imitation WM  alcohol','VANILLA EXTRACT WM IMITN WM ALCOHOL',,,,,0,,6.25,2.44,8.37,3.90
'02052','0200','Vanilla extract WM  imitation WM  no alcohol','VANILLA EXTRACT WM IMITN WM NO ALCOHOL',,,'Y',,0,,6.25,2.44,8.37,3.90
'02053','0200','Vinegar WM  distilled','VINEGAR WM DISTILLED',,,'Y',,0,,,,,
'02054','0200','Capers WM  canned','CAPERS WM CANNED',,,'Y',,0,'Capparis spinosa',6.25,1.82,8.37,2.35
'02055','0200','Horseradish WM  prepared','HORSERADISH WM PREPARED',,,'Y',,0,,6.25,2.78,8.37,3.44
'02063','0200','Rosemary WM  fresh','ROSEMARY WM FRESH',,,,'Stems',35,'Rosmarinus officinalis',6.25,2.44,8.37,3.57
'02064','0200','Peppermint WM  fresh','PEPPERMINT WM FRESH','mint',,,'Stems',39,'Mentha x piperita L. nothosubsp. piperita',6.25,2.44,8.37,3.57
'02065','0200','Spearmint WM  fresh','SPEARMINT WM FRESH','mint',,,'Stems',59,'Mentha spicata',6.25,2.44,8.37,3.57
'02066','0200','Spearmint WM  dried','SPEARMINT WM DRIED','mint',,,,0,,6.25,2.44,8.37,3.57
'02068','0200','Vinegar WM  red wine','VINEGAR WM RED WINE',,,,,0,,6.25,,,
'02069','0200','Vinegar WM  balsamic','VINEGAR WM BALSAMIC',,,,,0,,,,,
'02074','0200','Seasoning mix WM  dry WM  sazon WM  coriander & annatto','SEASONING MIX WM DRY WM SAZON WM CORIANDER & ANNATTO',,,,,0,,6.25,,,
'02075','0200','Seasoning mix WM  dry WM  taco WM  original','SEASONING MIX WM DRY WM TACO WM ORIGINAL',,,,,0,,,,,
'02076','0200','Seasoning mix WM  dry WM  chili WM  original','SEASONING MIX WM DRY WM CHILI WM ORIGINAL',,,,,0,,,,,
'03000','0300','Clif Z bar','CLIF Z BAR',,,'Y',,0,,6.14,4.10,8.90,4.10
'03001','0300','Babyfood WM  juice treats WM  fruit medley WM  toddler','BABYFOOD WM JUC TREATS WM FRUIT MEDLEY WM TODD',,,'Y',,0,,6.25,,,
'03002','0300','Babyfood WM  meat WM  beef WM  strained','BABYFOOD WM MEAT WM BF WM STR',,,'Y',,0,,6.25,,,
'03003','0300','Babyfood WM  meat WM  beef WM  junior','BABYFOOD WM MEAT WM BF WM JR',,,'Y',,0,,6.25,,,
'03005','0300','Babyfood WM  meat WM  veal WM  strained','BABYFOOD WM MEAT WM VEAL WM STR',,,'Y',,0,,,,,
'03007','0300','Babyfood WM  meat WM  pork WM  strained','BABYFOOD WM MEAT WM PORK WM STR',,,,,0,,6.25,4.27,9.02,
'03008','0300','Babyfood WM  meat WM  ham WM  strained','BABYFOOD WM MEAT WM HAM WM STR',,,'Y',,0,,6.25,4.27,9.02,
'03009','0300','Babyfood WM  meat WM  ham WM  junior','BABYFOOD WM MEAT WM HAM WM JUNIOR',,,,,0,,6.25,4.27,9.02,
'03010','0300','Babyfood WM  meat WM  lamb WM  strained','BABYFOOD WM MEAT WM LAMB WM STR',,,'Y',,0,,6.25,4.27,9.02,3.87
'03011','0300','Babyfood WM  meat WM  lamb WM  junior','BABYFOOD WM MEAT WM LAMB WM JUNIOR',,,,,0,,6.25,4.27,9.02,3.87
'03012','0300','Babyfood WM  meat WM  chicken WM  strained','BABYFOOD WM MEAT WM CHICK WM STR',,,'Y',,0,,6.25,4.27,9.02,
'03013','0300','Babyfood WM  meat WM  chicken WM  junior','BABYFOOD WM MEAT WM CHICK WM JR',,,'Y',,0,,6.25,4.27,9.02,
'03014','0300','Babyfood WM  meat WM  chicken sticks WM  junior','BABYFOOD WM MEAT WM CHICK STKS WM JR',,,'Y',,0,,6.25,4.00,8.70,2.70
'03015','0300','Babyfood WM  meat WM  turkey WM  strained','BABYFOOD WM MEAT WM TURKEY WM STR',,,'Y',,0,,6.25,4.27,9.02,
'03016','0300','Babyfood WM  meat WM  turkey WM  junior','BABYFOOD WM MEAT WM TURKEY WM JR',,,'Y',,0,,6.25,4.27,9.02,
'03017','0300','Babyfood WM  meat WM  turkey sticks WM  junior','Babyfood WM  meat WM  turkey sticks WM  junior',,,'Y',,0,,6.25,,,
'03019','0300','Babyfood WM  snack WM  GERBER GRADUATE FRUIT  STRIPS WM  Real Fruit Bars','BABYFOOD WM SNACK WM GERBER GRADUATE FRUIT STRIPS WM REAL FRUIT BARS',,'GERBER','Y',,0,,,,,
'03021','0300','Babyfood WM  meat WM  meat sticks WM  junior','BABYFOOD WM MEAT WM MEAT STKS WM JR',,,'Y',,0,,6.25,4.00,8.70,2.70
